Function,DLL,Occurence,Family,Associated
_CorExeMain,MSCOREE,1,{'msilzilla': 1}
IsWindowUnicode,USER32,1,{'nolabel': 1}
CreateWindowExA,USER32,1,{'nolabel': 1},Evasion
AdjustWindowRectEx,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
ReleaseDC,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetWindowDC,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Spying
GetDesktopWindow,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Helper
DrawIcon,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetIconInfo,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
DrawTextW,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetCaretPos,USER32,1,{'nolabel': 1}
GetAsyncKeyState,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Spying
SystemParametersInfoA,USER32,1,{'nolabel': 1}
ChangeDisplaySettingsA,USER32,1,{'nolabel': 1}
ClipCursor,USER32,1,{'nolabel': 1}
PeekMessageA,USER32,1,{'nolabel': 1},Spying
CloseClipboard,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetClipboardData,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Helper
EmptyClipboard,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
OpenClipboard,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Helper
GetWindowTextA,USER32,1,{'nolabel': 1}
FindWindowA,USER32,2,{'nolabel': 2},Anti-Debugging
RemovePropA,USER32,1,{'nolabel': 1}
GetKeyboardLayout,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
WindowFromPoint,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CharNextA,USER32,1,{'nolabel': 1}
CharUpperA,USER32,1,{'nolabel': 1}
GetClassLongW,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetWindow,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
EnumWindows,USER32,1,{'nolabel': 1},Enumeration
GetDC,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Spying
EnumDisplaySettingsA,USER32,1,{'nolabel': 1}
GetMonitorInfoA,USER32,1,{'nolabel': 1}
MonitorFromWindow,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SendInput,USER32,1,{'nolabel': 1}
GetMessageExtraInfo,USER32,1,{'nolabel': 1}
MapVirtualKeyA,USER32,1,{'nolabel': 1},Spying
GetPropA,USER32,1,{'nolabel': 1}
SetWindowsHookExW,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
PostMessageA,USER32,1,{'nolabel': 1},Spying
GetMessageW,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
TranslateAcceleratorA,USER32,1,{'nolabel': 1}
GetWindowThreadProcessId,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CopyIcon,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetWindowPlacement,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetKeyState,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Spying
GetActiveWindow,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetCursorPos,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetCursorPos,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CallNextHookEx,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Spying
ReleaseCapture,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
DestroyCursor,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CallWindowProcA,USER32,2,{'nolabel': 2},Helper
GetMessageTime,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetWindowsHookExA,USER32,1,{'nolabel': 1},Spying
UnhookWindowsHookEx,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Spying
UnloadKeyboardLayout,USER32,1,{'nolabel': 1}
BeginPaint,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
EndPaint,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
FillRect,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
DrawTextA,USER32,1,{'nolabel': 1}
IsZoomed,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetClassNameW,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
DrawTextExA,USER32,1,{'nolabel': 1},Helper
GetMenuItemCount,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetMenuState,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
ModifyMenuA,USER32,1,{'nolabel': 1}
LoadBitmapA,USER32,1,{'nolabel': 1}
GetMenuCheckMarkDimensions,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetMenuItemBitmaps,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
ValidateRect,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetCursor,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetLastActivePopup,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
RegisterClipboardFormatA,USER32,1,{'nolabel': 1}
CopyRect,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
TabbedTextOutA,USER32,1,{'nolabel': 1}
GrayStringA,USER32,1,{'nolabel': 1}
GetSysColorBrush,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
RegisterClassA,USER32,1,{'nolabel': 1}
GetClassInfoA,USER32,1,{'nolabel': 1}
GetClassInfoExA,USER32,1,{'nolabel': 1}
GetDlgCtrlID,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
MapWindowPoints,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetMessagePos,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetTopWindow,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetDlgItem,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetActiveWindow,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetCapture,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
WinHelpA,USER32,1,{'nolabel': 1}
SendDlgItemMessageA,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
LoadIconA,USER32,1,{'nolabel': 1}
RegisterWindowMessageA,USER32,1,{'nolabel': 1}
IsDialogMessageA,USER32,1,{'nolabel': 1}
PostThreadMessageA,USER32,1,{'nolabel': 1},Spying
EndDialog,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetNextDlgTabItem,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CreateDialogIndirectParamA,USER32,1,{'nolabel': 1}
SendMessageA,USER32,1,{'nolabel': 1},Spying
SetRect,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetForegroundWindow,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Helper
AttachThreadInput,USER32,1,{'nolabel': 1},Spying
GetDoubleClickTime,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetClassNameA,USER32,1,{'nolabel': 1}
IsWindowEnabled,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetClipboardData,USER32,1,{'nolabel': 1},Spying
GetWindowLongW,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetPropA,USER32,1,{'nolabel': 1},Injection
FindWindowW,USER32,1,{'nolabel': 1}
FindWindowExA,USER32,1,{'nolabel': 1},Anti-Debugging
HttpQueryInfoA,WININET,1,{'nolabel': 1}
InternetCloseHandle,WININET,1,{'nolabel': 1},Internet
InternetGetLastResponseInfoA,WININET,1,{'nolabel': 1}
InternetOpenA,WININET,1,{'nolabel': 1},Internet
InternetSetStatusCallback,WININET,1,{'nolabel': 1}
InternetSetFilePointer,WININET,1,{'nolabel': 1}
InternetWriteFile,WININET,1,{'nolabel': 1},Internet
InternetReadFile,WININET,1,{'nolabel': 1},Internet
InternetOpenUrlA,WININET,1,{'nolabel': 1},Internet
InternetQueryDataAvailable,WININET,1,{'nolabel': 1}
InternetSetOptionExA,WININET,1,{'nolabel': 1}
InternetQueryOptionA,WININET,1,{'nolabel': 1}
InternetCanonicalizeUrlA,WININET,1,{'nolabel': 1}
InternetCrackUrlA,WININET,1,{'nolabel': 1}
DocumentPropertiesA,WINSPOOL,1,{'nolabel': 1}
OpenPrinterA,WINSPOOL,1,{'nolabel': 1}
ClosePrinter,WINSPOOL,2,"{'nolabel': 1, 'cobaltstrike': 1}"
Ordinal_11,WS2_32,1,{'nolabel': 1}
Ordinal_19,WS2_32,1,{'nolabel': 1}
SetWaitableTimer,KERNEL32,1,{'shelma': 1},Evasion
SetProcessPriorityBoost,KERNEL32,1,{'shelma': 1}
GetQueuedCompletionStatusEx,KERNEL32,1,{'shelma': 1}
CreateWaitableTimerExW,KERNEL32,1,{'shelma': 1}
Process32FirstW,KERNEL32,1,{'registrystorage': 1}
Process32NextW,KERNEL32,1,{'registrystorage': 1}
lstrcatW,KERNEL32,1,{'registrystorage': 1}
HeapSetInformation,KERNEL32,1,{'registrystorage': 1}
RegCreateKeyExW,ADVAPI32,2,"{'registrystorage': 1, 'cobaltstrike': 1}"
HeapQueryInformation,KERNEL32,1,{'cobaltstrike': 1}
FreeLibraryAndExitThread,KERNEL32,1,{'cobaltstrike': 1}
SetFilePointerEx,KERNEL32,1,{'cobaltstrike': 1}
GetTempFileNameW,KERNEL32,1,{'cobaltstrike': 1}
FindResourceExW,KERNEL32,1,{'cobaltstrike': 1}
SearchPathW,KERNEL32,1,{'cobaltstrike': 1}
GlobalGetAtomNameW,KERNEL32,1,{'cobaltstrike': 1}
lstrcmpiW,KERNEL32,1,{'cobaltstrike': 1}
GetVolumeInformationW,KERNEL32,1,{'cobaltstrike': 1}
CopyFileW,KERNEL32,1,{'cobaltstrike': 1}
GlobalSize,KERNEL32,1,{'cobaltstrike': 1}
lstrcpyW,KERNEL32,1,{'cobaltstrike': 1}
GlobalFindAtomW,KERNEL32,1,{'cobaltstrike': 1}
GlobalAddAtomW,KERNEL32,1,{'cobaltstrike': 1}
WritePrivateProfileStringW,KERNEL32,1,{'cobaltstrike': 1}
GetPrivateProfileStringW,KERNEL32,1,{'cobaltstrike': 1}
GetPrivateProfileIntW,KERNEL32,1,{'cobaltstrike': 1}
SetCapture,USER32,1,{'cobaltstrike': 1}
TrackMouseEvent,USER32,1,{'cobaltstrike': 1}
MonitorFromPoint,USER32,1,{'cobaltstrike': 1}
SetParent,USER32,1,{'cobaltstrike': 1}
CopyImage,USER32,1,{'cobaltstrike': 1}
DestroyIcon,USER32,1,{'cobaltstrike': 1}
IntersectRect,USER32,1,{'cobaltstrike': 1}
RemoveMenu,USER32,1,{'cobaltstrike': 1}
AppendMenuW,USER32,1,{'cobaltstrike': 1}
InsertMenuW,USER32,1,{'cobaltstrike': 1}
GetMenuStringW,USER32,1,{'cobaltstrike': 1}
TabbedTextOutW,USER32,1,{'cobaltstrike': 1}
GrayStringW,USER32,1,{'cobaltstrike': 1}
DrawTextExW,USER32,1,{'cobaltstrike': 1}
CreateDialogIndirectParamW,USER32,1,{'cobaltstrike': 1}
EnumDisplayMonitors,USER32,1,{'cobaltstrike': 1}
SystemParametersInfoW,USER32,1,{'cobaltstrike': 1}
LoadCursorW,USER32,1,{'cobaltstrike': 1}
SetLayeredWindowAttributes,USER32,1,{'cobaltstrike': 1}
SetMenuItemInfoW,USER32,1,{'cobaltstrike': 1}
IsDialogMessageW,USER32,1,{'cobaltstrike': 1}
CheckDlgButton,USER32,1,{'cobaltstrike': 1}
GetMonitorInfoW,USER32,1,{'cobaltstrike': 1}
GetScrollInfo,USER32,1,{'cobaltstrike': 1}
SetScrollInfo,USER32,1,{'cobaltstrike': 1}
EqualRect,USER32,1,{'cobaltstrike': 1}
GetWindowTextLengthW,USER32,1,{'cobaltstrike': 1}
GetWindowTextW,USER32,1,{'cobaltstrike': 1}
RemovePropW,USER32,1,{'cobaltstrike': 1}
GetPropW,USER32,1,{'cobaltstrike': 1}
SetPropW,USER32,1,{'cobaltstrike': 1}
ShowScrollBar,USER32,1,{'cobaltstrike': 1}
GetScrollRange,USER32,1,{'cobaltstrike': 1}
SetScrollRange,USER32,1,{'cobaltstrike': 1}
GetScrollPos,USER32,1,{'cobaltstrike': 1}
SetScrollPos,USER32,1,{'cobaltstrike': 1}
ScrollWindow,USER32,1,{'cobaltstrike': 1}
TrackPopupMenu,USER32,1,{'cobaltstrike': 1}
EndDeferWindowPos,USER32,1,{'cobaltstrike': 1}
DeferWindowPos,USER32,1,{'cobaltstrike': 1}
BeginDeferWindowPos,USER32,1,{'cobaltstrike': 1}
SetWindowPlacement,USER32,1,{'cobaltstrike': 1}
LoadAcceleratorsW,USER32,1,{'cobaltstrike': 1}
UnregisterClassW,USER32,1,{'cobaltstrike': 1}
IsMenu,USER32,1,{'cobaltstrike': 1}
GetClassInfoExW,USER32,1,{'cobaltstrike': 1}
GetClassInfoW,USER32,1,{'cobaltstrike': 1}
RegisterClassW,USER32,1,{'cobaltstrike': 1}
DeleteMenu,USER32,1,{'cobaltstrike': 1}
NotifyWinEvent,USER32,1,{'cobaltstrike': 1}
UnionRect,USER32,1,{'cobaltstrike': 1}
BringWindowToTop,USER32,1,{'cobaltstrike': 1},Helper
CreatePopupMenu,USER32,1,{'cobaltstrike': 1}
LockWindowUpdate,USER32,1,{'cobaltstrike': 1}
EnableScrollBar,USER32,1,{'cobaltstrike': 1}
GetMenuItemInfoW,USER32,1,{'cobaltstrike': 1}
GetMenuDefaultItem,USER32,1,{'cobaltstrike': 1}
SetMenuDefaultItem,USER32,1,{'cobaltstrike': 1}
ModifyMenuW,USER32,1,{'cobaltstrike': 1}
DestroyAcceleratorTable,USER32,1,{'cobaltstrike': 1}
LoadIconW,USER32,1,{'cobaltstrike': 1}
RegisterWindowMessageW,USER32,1,{'cobaltstrike': 1}
DrawEdge,USER32,1,{'cobaltstrike': 1}
DrawFrameControl,USER32,1,{'cobaltstrike': 1}
DrawStateW,USER32,1,{'cobaltstrike': 1}
DrawFocusRect,USER32,1,{'cobaltstrike': 1}
MapVirtualKeyW,USER32,1,{'cobaltstrike': 1}
OffsetRect,USER32,1,{'cobaltstrike': 1}
IsRectEmpty,USER32,1,{'cobaltstrike': 1}
DrawIconEx,USER32,1,{'cobaltstrike': 1}
PostMessageW,USER32,1,{'cobaltstrike': 1}
ShowOwnedPopups,USER32,1,{'cobaltstrike': 1}
CreateAcceleratorTableW,USER32,1,{'cobaltstrike': 1}
CopyAcceleratorTableW,USER32,1,{'cobaltstrike': 1}
UpdateLayeredWindow,USER32,1,{'cobaltstrike': 1}
GetKeyNameTextW,USER32,1,{'cobaltstrike': 1}
SubtractRect,USER32,1,{'cobaltstrike': 1}
RegisterClipboardFormatW,USER32,1,{'cobaltstrike': 1}
TranslateAcceleratorW,USER32,1,{'cobaltstrike': 1}
InsertMenuItemW,USER32,1,{'cobaltstrike': 1}
UnpackDDElParam,USER32,1,{'cobaltstrike': 1}
ReuseDDElParam,USER32,1,{'cobaltstrike': 1}
FrameRect,USER32,1,{'cobaltstrike': 1}
IsClipboardFormatAvailable,USER32,1,{'cobaltstrike': 1}
PostThreadMessageW,USER32,1,{'cobaltstrike': 1}
GetNextDlgGroupItem,USER32,1,{'cobaltstrike': 1}
IsCharLowerW,USER32,1,{'cobaltstrike': 1}
MapVirtualKeyExW,USER32,1,{'cobaltstrike': 1}
DrawMenuBar,USER32,1,{'cobaltstrike': 1}
DefFrameProcW,USER32,1,{'cobaltstrike': 1}
DefMDIChildProcW,USER32,1,{'cobaltstrike': 1}
TranslateMDISysAccel,USER32,1,{'cobaltstrike': 1}
GetComboBoxInfo,USER32,1,{'cobaltstrike': 1}
GetWindowRgn,USER32,1,{'cobaltstrike': 1}
HideCaret,USER32,1,{'cobaltstrike': 1}
InvertRect,USER32,1,{'cobaltstrike': 1}
GetKeyboardState,USER32,1,{'cobaltstrike': 1},Spying
ToUnicodeEx,USER32,1,{'cobaltstrike': 1}
MapDialogRect,USER32,1,{'cobaltstrike': 1}
WaitMessage,USER32,1,{'cobaltstrike': 1}
RealChildWindowFromPoint,USER32,1,{'cobaltstrike': 1}
GetUpdateRect,USER32,1,{'cobaltstrike': 1}
SetClassLongW,USER32,1,{'cobaltstrike': 1}
GetTextMetricsW,GDI32,1,{'cobaltstrike': 1}
CreateDIBitmap,GDI32,1,{'cobaltstrike': 1}
CreatePatternBrush,GDI32,1,{'cobaltstrike': 1}
EnumFontFamiliesW,GDI32,1,{'cobaltstrike': 1}
GetTextCharsetInfo,GDI32,1,{'cobaltstrike': 1}
ExcludeClipRect,GDI32,1,{'cobaltstrike': 1}
GetObjectType,GDI32,1,{'cobaltstrike': 1}
GetViewportExtEx,GDI32,1,{'cobaltstrike': 1}
GetWindowExtEx,GDI32,1,{'cobaltstrike': 1}
IntersectClipRect,GDI32,1,{'cobaltstrike': 1}
SelectClipRgn,GDI32,1,{'cobaltstrike': 1}
SetLayout,GDI32,1,{'cobaltstrike': 1}
GetLayout,GDI32,1,{'cobaltstrike': 1}
SetPolyFillMode,GDI32,1,{'cobaltstrike': 1}
SetROP2,GDI32,1,{'cobaltstrike': 1}
SetTextAlign,GDI32,1,{'cobaltstrike': 1}
Polyline,GDI32,1,{'cobaltstrike': 1}
TextOutW,GDI32,1,{'cobaltstrike': 1}
SetWindowOrgEx,GDI32,1,{'cobaltstrike': 1}
OffsetWindowOrgEx,GDI32,1,{'cobaltstrike': 1}
CopyMetaFileW,GDI32,1,{'cobaltstrike': 1}
CreateDCW,GDI32,1,{'cobaltstrike': 1}
SetRectRgn,GDI32,1,{'cobaltstrike': 1}
SetPixel,GDI32,1,{'cobaltstrike': 1}
StretchBlt,GDI32,1,{'cobaltstrike': 1},Spying
SetDIBColorTable,GDI32,1,{'cobaltstrike': 1}
Rectangle,GDI32,1,{'cobaltstrike': 1}
GetRgnBox,GDI32,1,{'cobaltstrike': 1}
OffsetRgn,GDI32,1,{'cobaltstrike': 1}
RoundRect,GDI32,1,{'cobaltstrike': 1}
CreatePalette,GDI32,1,{'cobaltstrike': 1}
GetPaletteEntries,GDI32,1,{'cobaltstrike': 1}
GetNearestPaletteIndex,GDI32,1,{'cobaltstrike': 1}
GetSystemPaletteEntries,GDI32,1,{'cobaltstrike': 1}
EnumFontFamiliesExW,GDI32,1,{'cobaltstrike': 1}
ExtFloodFill,GDI32,1,{'cobaltstrike': 1}
SetPaletteEntries,GDI32,1,{'cobaltstrike': 1}
FillRgn,GDI32,1,{'cobaltstrike': 1}
FrameRgn,GDI32,1,{'cobaltstrike': 1}
GetBoundsRect,GDI32,1,{'cobaltstrike': 1}
PtInRegion,GDI32,1,{'cobaltstrike': 1}
GetViewportOrgEx,GDI32,1,{'cobaltstrike': 1}
LPtoDP,GDI32,1,{'cobaltstrike': 1}
GetWindowOrgEx,GDI32,1,{'cobaltstrike': 1}
SetPixelV,GDI32,1,{'cobaltstrike': 1}
GetTextFaceW,GDI32,1,{'cobaltstrike': 1}
Polygon,GDI32,1,{'cobaltstrike': 1}
CreatePolygonRgn,GDI32,1,{'cobaltstrike': 1}
ExtTextOutW,GDI32,1,{'cobaltstrike': 1}
PatBlt,GDI32,1,{'cobaltstrike': 1}
GetTextExtentPoint32W,GDI32,1,{'cobaltstrike': 1}
GetBkColor,GDI32,1,{'cobaltstrike': 1}
Ellipse,GDI32,1,{'cobaltstrike': 1}
CreateHatchBrush,GDI32,1,{'cobaltstrike': 1}
GetTextColor,GDI32,1,{'cobaltstrike': 1}
TransparentBlt,MSIMG32,1,{'cobaltstrike': 1}
AlphaBlend,MSIMG32,1,{'cobaltstrike': 1}
OpenPrinterW,WINSPOOL,1,{'cobaltstrike': 1}
DocumentPropertiesW,WINSPOOL,1,{'cobaltstrike': 1}
RegEnumKeyExW,ADVAPI32,1,{'cobaltstrike': 1}
RegEnumValueW,ADVAPI32,1,{'cobaltstrike': 1}
RegQueryValueW,ADVAPI32,1,{'cobaltstrike': 1}
RegEnumKeyW,ADVAPI32,1,{'cobaltstrike': 1}
RegSetValueExW,ADVAPI32,1,{'cobaltstrike': 1}
RegDeleteValueW,ADVAPI32,1,{'cobaltstrike': 1}
RegDeleteKeyW,ADVAPI32,1,{'cobaltstrike': 1}
SHGetMalloc,SHELL32,1,{'cobaltstrike': 1}
SHGetPathFromIDListW,SHELL32,1,{'cobaltstrike': 1}
SHGetSpecialFolderLocation,SHELL32,1,{'cobaltstrike': 1}
SHBrowseForFolderW,SHELL32,1,{'cobaltstrike': 1}
SHGetDesktopFolder,SHELL32,1,{'cobaltstrike': 1}
DragFinish,SHELL32,1,{'cobaltstrike': 1}
DragQueryFileW,SHELL32,1,{'cobaltstrike': 1}
SHGetFileInfoW,SHELL32,1,{'cobaltstrike': 1}
SHAppBarMessage,SHELL32,1,{'cobaltstrike': 1}
PathFindFileNameW,SHLWAPI,1,{'cobaltstrike': 1}
PathIsUNCW,SHLWAPI,1,{'cobaltstrike': 1}
StrFormatKBSizeW,SHLWAPI,1,{'cobaltstrike': 1}
PathStripToRootW,SHLWAPI,1,{'cobaltstrike': 1}
PathRemoveFileSpecW,SHLWAPI,1,{'cobaltstrike': 1}
PathFindExtensionW,SHLWAPI,1,{'cobaltstrike': 1}
OpenThemeData,UXTHEME,1,{'cobaltstrike': 1}
CloseThemeData,UXTHEME,1,{'cobaltstrike': 1}
DrawThemeBackground,UXTHEME,1,{'cobaltstrike': 1}
IsThemeBackgroundPartiallyTransparent,UXTHEME,1,{'cobaltstrike': 1}
IsAppThemed,UXTHEME,1,{'cobaltstrike': 1}
GetThemeColor,UXTHEME,1,{'cobaltstrike': 1}
GetCurrentThemeName,UXTHEME,1,{'cobaltstrike': 1}
DrawThemeParentBackground,UXTHEME,1,{'cobaltstrike': 1}
GetThemePartSize,UXTHEME,1,{'cobaltstrike': 1}
DrawThemeText,UXTHEME,1,{'cobaltstrike': 1}
GetWindowTheme,UXTHEME,1,{'cobaltstrike': 1}
GetThemeSysColor,UXTHEME,1,{'cobaltstrike': 1}
OleCreateMenuDescriptor,OLE32,1,{'cobaltstrike': 1}
OleDestroyMenuDescriptor,OLE32,1,{'cobaltstrike': 1}
OleTranslateAccelerator,OLE32,1,{'cobaltstrike': 1}
IsAccelerator,OLE32,1,{'cobaltstrike': 1}
OleLockRunning,OLE32,1,{'cobaltstrike': 1}
RevokeDragDrop,OLE32,1,{'cobaltstrike': 1}
RegisterDragDrop,OLE32,1,{'cobaltstrike': 1}
CoLockObjectExternal,OLE32,1,{'cobaltstrike': 1}
OleGetClipboard,OLE32,1,{'cobaltstrike': 1}
DoDragDrop,OLE32,1,{'cobaltstrike': 1}
CoDisconnectObject,OLE32,1,{'cobaltstrike': 1}
ReleaseStgMedium,OLE32,1,{'cobaltstrike': 1}
OleDuplicateData,OLE32,1,{'cobaltstrike': 1}
Ordinal_114,OLEAUT32,1,{'cobaltstrike': 1}
Ordinal_185,OLEAUT32,1,{'cobaltstrike': 1}
GdipCreateFromHDC,GDIPLUS,1,{'cobaltstrike': 1}
GdipDrawImageRectI,GDIPLUS,1,{'cobaltstrike': 1}
GdipDrawImageI,GDIPLUS,1,{'cobaltstrike': 1}
GdipDeleteGraphics,GDIPLUS,1,{'cobaltstrike': 1}
GdipBitmapUnlockBits,GDIPLUS,1,{'cobaltstrike': 1}
GdipBitmapLockBits,GDIPLUS,1,{'cobaltstrike': 1}
GdipCreateBitmapFromScan0,GDIPLUS,1,{'cobaltstrike': 1}
GdipCreateBitmapFromStream,GDIPLUS,1,{'cobaltstrike': 1}
GdipGetImagePaletteSize,GDIPLUS,1,{'cobaltstrike': 1}
GdipGetImagePalette,GDIPLUS,1,{'cobaltstrike': 1}
GdipGetImagePixelFormat,GDIPLUS,1,{'cobaltstrike': 1}
GdipGetImageHeight,GDIPLUS,1,{'cobaltstrike': 1}
GdipGetImageWidth,GDIPLUS,1,{'cobaltstrike': 1}
GdipGetImageGraphicsContext,GDIPLUS,1,{'cobaltstrike': 1}
GdipDisposeImage,GDIPLUS,1,{'cobaltstrike': 1}
GdipCloneImage,GDIPLUS,1,{'cobaltstrike': 1}
GdiplusStartup,GDIPLUS,1,{'cobaltstrike': 1}
GdipFree,GDIPLUS,1,{'cobaltstrike': 1}
GdipAlloc,GDIPLUS,1,{'cobaltstrike': 1}
GdiplusShutdown,GDIPLUS,1,{'cobaltstrike': 1}
GdipSetInterpolationMode,GDIPLUS,1,{'cobaltstrike': 1}
GdipCreateBitmapFromHBITMAP,GDIPLUS,1,{'cobaltstrike': 1}
AccessibleObjectFromWindow,OLEACC,1,{'cobaltstrike': 1}
ImmReleaseContext,IMM32,1,{'cobaltstrike': 1}
ImmGetOpenStatus,IMM32,1,{'cobaltstrike': 1}
ImmGetContext,IMM32,1,{'cobaltstrike': 1}
PlaySoundW,WINMM,1,{'cobaltstrike': 1}
FlushViewOfFile,KERNEL32,1,{'nolabel': 1}
OpenThread,KERNEL32,1,{'nolabel': 1},Injection
QueryDosDeviceA,KERNEL32,1,{'nolabel': 1}
GetLongPathNameA,KERNEL32,1,{'nolabel': 1}
SetConsoleTextAttribute,KERNEL32,1,{'nolabel': 1}
WriteProcessMemory,KERNEL32,1,{'nolabel': 1},Injection
DisableThreadLibraryCalls,KERNEL32,1,{'nolabel': 1}
FindFirstFileExA,KERNEL32,1,{'nolabel': 1}
GetTimeFormatA,KERNEL32,1,{'nolabel': 1}
GetDateFormatA,KERNEL32,1,{'nolabel': 1}
wsprintfW,USER32,1,{'nolabel': 1}
InitializeSecurityDescriptor,ADVAPI32,1,{'nolabel': 1}
LookupAccountSidA,ADVAPI32,1,{'nolabel': 1}
SetSecurityDescriptorDacl,ADVAPI32,1,{'nolabel': 1}
InitializeAcl,ADVAPI32,1,{'nolabel': 1}
AddAccessAllowedAce,ADVAPI32,1,{'nolabel': 1}
SetSecurityInfo,ADVAPI32,1,{'nolabel': 1}
SHGetSpecialFolderPathA,SHELL32,1,{'nolabel': 1}
StrStrIA,SHLWAPI,1,{'nolabel': 1}
PathAppendA,SHLWAPI,1,{'nolabel': 1}
VerQueryValueA,VERSION,1,{'nolabel': 1}
GetFileVersionInfoA,VERSION,1,{'nolabel': 1}
GetFileVersionInfoSizeA,VERSION,1,{'nolabel': 1}
timeGetTime,WINMM,1,{'nolabel': 1}
CryptCATAdminEnumCatalogFromHash,WINTRUST,1,{'nolabel': 1}
CryptCATCatalogInfoFromContext,WINTRUST,1,{'nolabel': 1}
WinVerifyTrust,WINTRUST,1,{'nolabel': 1}
CryptCATAdminCalcHashFromFileHandle,WINTRUST,1,{'nolabel': 1}
CryptCATAdminReleaseContext,WINTRUST,1,{'nolabel': 1}
CryptCATAdminAcquireContext,WINTRUST,1,{'nolabel': 1}
CryptCATAdminReleaseCatalogContext,WINTRUST,1,{'nolabel': 1}
EXT_FUN_0bf46186,<EXTERNAL>,1,{'nolabel': 1}
EXT_FUN_fec4b85c,<EXTERNAL>,1,{'nolabel': 1}
EXT_FUN_ae924295,<EXTERNAL>,1,{'nolabel': 1}
EXT_FUN_5dca09a3,<EXTERNAL>,1,{'nolabel': 1}
GetConsoleWindow,KERNEL32,1,{'convagent': 1}
SetProcessMitigationPolicy,KERNEL32,1,{'convagent': 1}
NtAllocateVirtualMemory,NTDLL,1,{'convagent': 1},Injection
NtQueueApcThread,NTDLL,1,{'convagent': 1},Injection
NtResumeThread,NTDLL,1,{'convagent': 1},Injection
NtWriteVirtualMemory,NTDLL,1,{'convagent': 1},Injection
GetModuleInformation,PSAPI,1,{'convagent': 1}
